,WT_HTB-22,WT_HTB-123,WT_HTB-25,WT_CRL-1897,MUT_HCC1187,MUT_HCC1419,MUT_HCC1954,MUT_HCC2157,MUT_HCC2998,MUT_MFM-SS3
PRKAR2A,-0.872731247,-1.177552501,-1.197065283,-1.189456029,-0.42888582,1.040115282,-1.394916018,-0.012952855,-2.482032037,2.249216815
PRKAR1B,1.231879341,1.537347426,-0.699092078,1.677282877,1.713480628,2.206065189,2.198086223,0.446262206,1.530828368,1.141666981
PRKAR1A,1.26269043,1.767963772,-0.314217915,1.775233655,1.837976658,1.999734067,2.367025846,0.907328304,1.914233687,0.93547962
PRKAR1A,0.926250315,0.761395364,-4.808203372,-0.984638403,1.556083894,1.793954118,1.177619082,-1.462027226,-0.94098908,-0.085135388
PRKAG3,-0.484039707,1.071524006,0.846959026,-0.643944947,1.202451071,-0.551454334,1.886184527,-0.046150632,2.005706804,0.782581818
PRKAG2,-1.479875677,-0.361323565,0.230582165,-2.169879081,-0.17322996,1.229230193,-0.671717174,0.148891877,-0.634550066,-1.473787002
PRKAG1,0.984533201,1.142144472,-3.186292791,0.743499795,1.573773624,2.027547217,1.672344455,-0.512391663,0.824202652,0.159591725
PRKACG,-0.010588178,-0.176184831,2.168550195,2.192746743,-1.456383333,-1.304819189,1.062018326,-0.035022095,1.445413671,1.154232843
PRKACB,1.136712061,1.491500175,0.24214357,1.413820274,1.720628529,1.896797634,2.181156427,0.768403065,1.57093998,0.73857115
PRKACA,1.52587336,0.639069925,-0.195790955,1.77107917,0.91157975,-1.291575685,1.382588942,0.186132148,0.332581438,0.336873902
PRKAB2,1.14338781,0.948440809,1.323448445,0.390306796,1.27692522,1.342199777,1.587655319,-0.032007458,-1.948498166,-4.279764375
PRKAB1,1.274850979,1.308790528,1.158622865,1.541421405,1.678061769,2.123935525,2.379444893,1.126686308,1.701447648,0.855883621
PRKAA2,0.667071577,-0.929892363,-1.367808087,-4.33342982,-0.033161455,-0.940008652,-1.717699906,1.555406482,1.113683938,-1.830085588
PRKAA1,-1.646841952,0.186835319,2.33616409,-0.844271166,0.580663984,-0.444938823,1.106811208,1.746557628,0.714496952,1.377472062
PNKP,1.464575776,1.25778926,1.174049482,1.311354504,1.146601433,0.857777332,1.825967183,-0.425902867,0.99693275,0.992627944
PNCK,-1.097940699,-1.250049183,-3.632998682,-2.049049404,1.126941655,-1.146317438,-3.751208617,-0.816897237,-0.650503309,-0.91569804
PMVK,0.976099749,0.473585516,0.26693081,0.059316654,-0.767969868,0.648989675,0.82091783,-1.449539851,-0.282585204,0.564880577
PMS2,-2.135445579,1.615875419,0.604901801,-0.570415184,0.348535615,-0.377456058,1.560039704,1.193194908,0.631891255,0.542695544
PMS1,1.888582868,3.247161627,2.298817252,2.117131871,2.30982135,2.536888596,2.559144217,2.090917394,0.694736445,1.212417256
PLK4,1.082222005,1.217287487,-0.635957559,1.679703929,1.59597581,2.096956787,2.258913332,0.040589128,1.832724286,0.92370204
PLK3,0.943179501,1.173911026,-2.554678067,0.758290553,1.78927943,1.904441811,1.765965912,-0.283033915,0.149603035,0.565043245
PLK2,1.261623027,1.423065183,-0.781838514,1.602111933,1.880597813,2.134113035,2.35804275,0.158835483,1.938195956,0.756410542
PKN3,0.991126548,1.659735453,-0.76555939,1.183531112,1.708694269,1.994788489,2.114992758,-0.027745287,1.729982397,0.549650942
PKMYT1,0.986416283,-1.600964318,-1.493488764,0.953876697,0.939515327,1.051112511,0.086907964,-1.030469842,0.45579903,0.709077062
PKM2,1.204827753,1.636219135,0.324162027,1.660670239,1.736356857,2.06211457,2.268323665,0.82348266,1.627389339,0.91859957
PKLR,1.204312846,1.592511824,1.375843436,1.738407522,1.908580085,2.032544591,2.475131295,1.659370903,1.324356647,1.037693232
PKIB,1.069687294,0.657001259,-2.080197165,1.498321837,1.502242662,1.48557583,1.924976046,-0.300792762,1.230309902,0.23312631
PKIA,1.050661821,1.052000594,-3.015036788,0.572970208,1.691015381,2.026789046,1.749412436,-0.626168467,-0.244764352,0.340782808
PIP5KL1,1.183610773,-0.525054204,1.329838454,0.34386106,1.008703238,1.026555496,-0.026645944,3.104314432,0.754039905,1.149258577
PIP5K3,1.264984874,1.517786439,0.830967241,1.850273545,1.799727117,2.068501622,2.428515058,0.766403664,1.847555919,1.232353924
PIP5K2C,0.447150045,1.998505203,1.012639346,0.737687332,0.237361921,0.303887265,1.543620265,0.902518043,1.291285111,-0.931126678
PIP5K2B,1.293202903,1.180621556,-0.00471398,1.908134782,1.889390324,2.177231078,2.411622373,0.334132114,1.595416365,0.975162419
PIP5K2A,1.798186271,0.216721244,-1.661684456,1.711933483,1.769507577,1.737667253,2.040933757,0.69371127,0.27254189,0.676611203
PIP5K1C,-0.035143554,0.262599403,-0.726427439,0.468738374,0.724859458,0.671427958,0.899320766,0.125446353,-1.276437666,2.12640498
PIP5K1B,1.284866383,0.958965966,-0.015975738,1.705831213,1.611833519,2.054732823,2.441006354,0.580991615,1.590729853,0.39270189
PIP5K1A,-8.38817761,-7.654852969,-13.58617076,-7.213001945,-9.070363496,-6.282899277,-14.34814466,-20.87403436,-8.118873127,-12.80136837
PINK1,0.812714348,-0.972354459,-0.584211967,-0.984510442,2.471204288,0.482370501,-0.382917497,-0.943240747,-1.489228406,2.278759301
PIM3,0.292660268,-1.342328319,-1.418996837,-6.799386915,0.712208187,-1.652427908,-2.91992091,-2.076383298,-0.913885803,0.854388695
PIM2,-2.403908515,-0.357488832,-0.041465958,0.720156811,-1.799178271,-1.54739954,-0.917233682,-2.576603133,-0.501472036,0.221721221
PIM1,1.259171557,1.136636708,-0.950358735,1.708361425,1.77093025,2.010697847,2.321727096,-0.025067516,1.25178946,0.892804815
PIK4CB,1.210811345,1.83275437,0.270827347,1.782032859,1.693496633,2.031491708,2.299244064,1.012466995,1.514071921,1.172255192
PIK4CA,1.247048978,1.436610994,0.487902015,1.696109936,1.838335435,1.99338995,2.389695636,0.681907451,1.832669832,0.788409088
PIK3R4,1.909598947,0.04534312,0.212270709,0.597142546,1.251403315,0.739379208,-0.32668437,0.923647615,-1.08502101,-0.509638893
PIK3R3,-1.801546797,1.452638245,0.06844519,-1.874388113,-0.714733974,-1.077797103,-2.463721501,0.829049546,-1.9842453,-2.934938997
PIK3R2,0.965223683,0.920945525,-3.391664757,0.508493783,1.732811403,1.991186933,1.68290269,-0.971540979,-0.568868408,0.373055559
PIK3R1,0.123456988,-0.119487245,-2.767850119,-0.941420793,-0.247930941,-0.337410436,1.446021605,-0.869348605,-1.781862682,0.336214831
PIK3R1,1.270799283,1.467560237,0.046404616,2.014734721,1.922351771,1.961991024,2.369156763,0.964177863,1.159308278,1.178429455
PIK3CG,0.414374681,-0.502609381,-1.320975726,0.5547071,0.109554931,0.146429704,-0.239716566,0.223214788,0.962373813,-0.263550391
PIK3CD,1.122280374,1.227086396,-0.026853289,1.748340778,1.76957465,2.32054477,2.491327445,0.256617184,1.118506884,0.986561426
PIK3CB,-8.378922345,-9.684306512,-12.12458976,-7.05273806,-8.827250185,-6.352960593,-14.29479754,-17.21914691,-7.881302224,-13.97020109
PIK3CA,1.173297199,1.274611535,0.494065853,1.594876726,1.915576425,2.040258575,2.291488031,0.142816345,1.680847292,1.106796981
PIK3C3,1.215898698,1.468822113,0.063144425,1.815357957,1.641870294,2.006097773,2.208336885,0.81790146,1.445150647,0.942395384
PIK3C2G,0.549535822,-6.565171345,-0.091925686,-2.768447152,-1.01687054,-1.36552952,-0.208040281,-1.956995404,-0.795945345,-0.937740821
PIK3C2B,1.263318151,1.534392705,1.251025238,1.740812878,1.753262882,2.040523886,2.219576758,1.457314065,1.643762249,0.917812435
PIK3C2A,0.505214878,-0.528108431,-0.396983584,0.713949655,0.489441674,0.10855182,0.566642194,2.585917849,1.194120923,-1.003996698
PI4KII,0.967238313,1.031455353,-2.816057419,0.785778135,1.684525485,1.898664283,1.645422509,-0.679233634,-0.125684529,0.447671791
PI4K2B,-0.711159811,-4.256647167,0.410953849,-2.158667283,-8.319271039,-2.450578302,-3.277925889,-3.804905877,0.752663334,-2.067504043
PHOX2B,1.179765286,1.230874694,0.835719865,2.153479902,1.82764142,2.221386468,2.467902038,0.781612892,1.772327555,1.130261093
PHKG2,1.23866463,1.623030816,-0.274587485,1.580447981,1.707645089,2.086323765,2.278290086,0.411316404,1.551284501,0.904696424
PHKG1,-3.216940946,0.482787549,-2.696330838,0.266635462,-0.178568216,0.483997013,0.874221789,-2.988229294,-0.553955454,0.112445617
PHKB,1.487777116,0.511111406,0.182021871,-0.901735159,-3.93553705,-0.132523403,-1.998020802,0.627785779,1.819852656,-0.33091001
PHKA2,1.687178355,1.181718479,2.954658824,-2.508030136,0.31180764,-0.430229678,-0.917712352,1.313025883,0.311988395,-1.094241745
PHKA1,-0.930370493,1.535980122,-3.383470614,-1.90871599,-1.043590847,-1.167215633,-2.814276645,-7.430517585,-0.843096264,-1.758032149
PGK2,-1.263930633,1.645369387,-0.090530805,-0.115335104,0.6605318,1.048874668,0.110114297,2.293871567,1.931023975,-1.404434518
PGK1,1.215287303,-2.856230136,-2.728703872,-2.515753962,0.648238181,-0.945390987,-2.862915878,0.031709076,-1.176120997,-0.84759334
PFTK1,0.148532199,3.262723613,0.161198107,-2.537024961,0.510980016,0.218597666,0.595966678,3.711827072,1.587824712,0.906513024
PFKP,1.303705492,1.713516587,0.038338896,1.861525837,1.90629352,2.062021393,2.346771269,0.43129965,1.944116894,1.217813047
PFKM,-8.279284767,-8.2691625,-12.44926662,-6.777036926,-8.724851642,-6.044933998,-12.60058158,-15.51074906,-7.948866202,-14.02779099
PFKL,0.929274454,0.819657755,-0.38214867,0.734765757,1.126395267,-0.240134514,1.609791753,0.656774314,0.400239107,2.328169188
PFKFB4,2.060595035,-1.176596798,-0.109576958,1.390060852,2.302457884,2.574042001,2.175318834,-0.264157209,-0.3681802,1.414307774
PFKFB3,-1.335935551,0.251845382,-1.088659591,0.791014983,-0.565869083,0.578014194,-0.708139152,-0.521154795,3.037582012,0.397915184
PFKFB2,-2.583772727,-1.171289539,-0.974373518,-1.083220867,-1.998530279,-0.677737553,-0.76171428,-0.571831557,0.233943503,-2.100394451
PFKFB1,-4.255032299,-1.59975483,-3.929698359,-2.349236385,-3.614912447,-2.481427875,-8.155061668,-3.008084583,-2.987331374,-4.033306296
PDXK,-0.155626907,1.843876327,0.312960484,0.714526381,1.007139061,1.420784753,0.117977225,1.113225463,1.167561045,1.403079372
PDPK1,0.91348002,1.330856762,2.25794842,1.676752932,1.090886186,2.337619966,1.845482876,3.055227729,0.922712526,2.506200901
PDK4,-1.754282756,-1.328923027,-0.798877755,-1.122824406,-0.557514487,-1.393381871,-0.893797803,-0.436315527,-2.294760404,1.49703556
PDK3,1.296210201,1.344207015,-0.363751893,2.028947362,1.822242495,2.086232319,2.404282218,0.550854946,1.531615318,0.86717369
PDK2,0.145501147,0.010735802,1.632481038,1.514304961,1.112466347,0.905020277,1.371406324,0.753280417,0.874262825,2.188113819
PDK1,-4.551226336,-2.620583932,1.388565797,-1.791393042,-1.126994593,-1.144441238,-2.753359593,0.183401432,-0.11306253,-0.700003995
PDIK1L,1.221279877,1.256421824,-0.229045977,1.688668135,1.655120899,2.150939936,2.368119384,0.411432333,1.338708683,0.648227983
PDGFRL,-0.476365461,-1.791406126,-1.198560948,-0.197530623,-1.432273079,-1.538117073,-0.035011332,-0.111589822,-0.704059877,1.997947738
PDGFRB,-8.538833301,-8.069106459,-13.51380002,-6.938985281,-8.58736984,-6.868175126,-14.20127013,-16.8883693,-7.527532819,-13.82512717
PDGFRA,-1.02294724,-1.392346891,0.776900826,-0.29329909,-0.799218438,1.213474452,-2.521409724,-0.565532039,-1.46951707,-3.277710513
PCTK3,1.274278046,1.789943396,-0.587830713,1.876140022,1.792973542,2.173284089,2.429450496,0.40596606,1.989867216,0.836359137
PCTK2,0.928377107,1.134133702,0.687882149,0.679202766,1.555750149,-0.179672568,0.544316765,0.777079724,0.760463371,0.040315785
